project_name,proponent,region,province,municipalities,project_type,power_mw,status,source,url,updated_at
"IMPIANTO FOTOVOLTAICO AD INSEGUITORI MONOASSIALI PER LA PRODUZIONE DI ENERGIA ELETTRICA, CON SISTEMA DI ACCUMULO (ENERGY STORAGE SYSTEM), SITO NEL COMUNE DI AUGUSTA (SR) 96010 IN LOCALITÀ C.DA CAVONE, COSTITUITO DA UN LOTTO DI N. 2 IMPIANTI PER UNA POTENZ",NEXTPOWER DEVELOPMENT ITALIA S.R.L.,Sicilia,SR,"AUGUSTA, DI AUGUSTA",V.I.A. (art.23 - 27bis),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=936&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.353275
IMPIANTO FV DIRILLO,ENERGIE RINNOVABILI MONREALE SRL06734150821,Sicilia,,,V.I.A. (art.23 - 27bis),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=950&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.357033
Impianto FER agrivoltaico - Comune di Carapelle (FG) - 28.44 MW,,Puglia,FG,Carapelle,Puglia VIA FER - agrivoltaico,28.44,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.336004
Impianto FER agrivoltaico - Comune di San Giovanni Rotondo (FG) - 90 MW,,Puglia,FG,San Giovanni Rotondo,Puglia VIA FER - agrivoltaico,90.0,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.825056
Impianto FER fotovoltaico - Comune di Lecce (LE) - 48.73 MW,,Puglia,LE,Lecce,Puglia VIA FER - fotovoltaico,48.73,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.829950
Impianto FER agrivoltaico - Comune di Torremaggiore (FG) - 80 MW,,Puglia,FG,Torremaggiore,Puglia VIA FER - agrivoltaico,80.0,Aperto,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.854275
"Progetto di “costruzione ed esercizio di un generatore fotovoltaico della potenza complessiva di 19.160,96 kWp",ARCHELETTRICA S.R.L.,Lazio,Latina,Aprilia,VIA,19.16096,,lazio,https://regionelazio.app.box.com/v/VIA-043-2025,2026-04-26T15:17:39.304581
Impianto FER agrivoltaico - Comune di Torremaggiore (FG) - 44 MW,,Puglia,FG,Torremaggiore,Puglia VIA FER - agrivoltaico,44.0,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.342027
Impianto FER agrivoltaico - Comune di San Severo (FG) - 15.72 MW,,Puglia,FG,San Severo,Puglia VIA FER - agrivoltaico,15.72,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.343518
"ENI PROGETTO ITALIA - GELA “ISOLA 29” - IMPIANTO FOTOVOLTAICO 3,0464 MWP",ENI NEW ENERGY,Sicilia,,,V.I.A. (art.23 - 27bis),3.0464,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=996&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.366802
"PARCO FOTOVOLTAICO DENOMINATO \ZI_CELSO\"" 43,2 MWP""",GC CASTELLAMMARE,Sicilia,,,V.I.A. (art.23 - 27bis),43.2,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1002&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.368305
"Realizzazione Impianto fotovoltaico a terra Malnome Solare della potenza di circa 8,61MWp connesso alla Rete MT Areti in località Via Monte Carnevale - Via Castel Malnome (Ponte Galeria)",SF ELE I SRL,Lazio,Roma,Roma,VIA,8.61,,lazio,https://regionelazio.app.box.com/v/VIA-119-2022,2026-04-26T15:17:39.433168
"Determinazione n° G00146 del 10/01/2024 Determinazione n° G14899 del 10/11/2023 Favorevole con prescrizioni Realizzazione di un Impianto Solare Fotovoltaico della Potenza di Picco pari a 105.568,32 kW e Potenza Massima in immissione pari a 95.000,00 kW, connesso alla RTN, collegato ad un Piano Agronomico per l’utilizzo a Scopi Agricoli dell’Area, Denominato VETRALLA 1 in loc. Poggi Cinelli e Querciabella Determinazione n. G12040 del 13/09/2023 - Favorevole con prescrizioni",VETRALLA SRL,Lazio,Viterbo,Viterbo,VIA,105.56832,positivo,lazio,https://regionelazio.app.box.com/v/VIA-050-2020,2026-04-26T15:17:39.668414
"Realizzazione dell'impianto fotovoltaico ""SOLARSTONE"" da 998,8 kWp e delle opere e infrastrutture connesse in loc. ZONA INDUSTRIALE MAZZOCCHI Determinazione n°G02130 del 01/03/2021 - Escluso dal procedimento di Via con prescrizioni",Impresa Individuale CHRISTOPH PIZZINI,Lazio,Latina,Pontinia,VERIFICA,0.9988,,lazio,https://regionelazio.box.com/v/VIA-137-2020,2026-04-26T15:17:39.669894
Realizzazione impianto FV della potenza di 4045 KWp in loc. Via Rubbo snc Determinazione n°G05196 del 06/05/2021 - Escluso dal procedimento di Via con prescrizioni,APOLLO SOLARE SRL,Lazio,Latina,Latina,VERIFICA,4.045,,lazio,https://regionelazio.box.com/v/VIA-135-2020,2026-04-26T15:17:39.671686
Impianto FER agrivoltaico - Comune di Sant'Agata di Puglia (FG) - 59.34 MW,,Puglia,FG,Sant'Agata di Puglia,Puglia VIA FER - agrivoltaico,59.34,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.345071
Impianto FER fotovoltaico - Comune di Ascoli Satriano (FG) - 22.85 MW,,Puglia,FG,Ascoli Satriano,Puglia VIA FER - fotovoltaico,22.85,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.346713
Impianto FER agrivoltaico - Comune di Cellino San Marco (BR) - 68.05 MW,,Puglia,BR,Cellino San Marco,Puglia VIA FER - agrivoltaico,68.05,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.350176
"Realizzazione impianto FV della potenza di 8618,85 KWp in loc. Strada Ponte Materiale",LATINA C FOTOVOLTAICO SRL,Lazio,Latina,Latina,VERIFICA,8.61885,,lazio,https://regionelazio.box.com/v/VIA-130-2020,2026-04-26T15:17:39.673059
Impianto FER agrivoltaico - Comune di Santeramo in Colle (BA) - 12.16 MW,,Puglia,BA,Santeramo in Colle,Puglia VIA FER - agrivoltaico,12.16,Aperto,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.856810
Impianto FER agrivoltaico - Comune di Serracapriola (FG) - 72.29 MW,,Puglia,FG,Serracapriola,Puglia VIA FER - agrivoltaico,72.29,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.865700
Impianto FER fotovoltaico - Comune di Deliceto (FG) - 83 MW,,Puglia,FG,Deliceto,Puglia VIA FER - fotovoltaico,83.0,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.866923
"IMPIANTO FOTOVOLTAICO DENOMINATO \RAMACCA\""""",RAMACCA ENERGIA SRL,Sicilia,,,V.I.A. (art.23 - 27bis),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1083&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.396324
Impianto FER agrivoltaico - Comune di Castellaneta (TA) - 84.32 MW,,Puglia,TA,Castellaneta,Puglia VIA FER - agrivoltaico,84.32,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.380923
"Determinazione n°G00037 del 08/01/2021 Escluso dal procedimento di Via con prescrizioni Realizzazione dell'impianto FV denominato ICV Solar da 809,6 kWp in loc. zona industriale Mazzocchio",MI ENERGY S.R.L.,Lazio,Latina,Pontinia,VERIFICA,0.8096,,lazio,https://regionelazio.box.com/v/VIA-097-2020,2026-04-26T15:17:39.692346
Impianto FER fotovoltaico - Comune di Binetto (BA) - 37 MW,,Puglia,BA,Binetto,Puglia VIA FER - fotovoltaico,37.0,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.396395
Impianto FER fotovoltaico - Comune di Apricena (FG) - 43.44 MW,,Puglia,FG,Apricena,Puglia VIA FER - fotovoltaico,43.44,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.399763
"Determinazione n°G00036 del 08/01/2021 Escluso dal procedimento di Via con prescrizioni Realizzazione dell'impianto FV denominato Irradiation PV Energy da 998,8 kWp in loc. zona industriale Mazzocchio",SOLO ELEMENTS S.R.L.,Lazio,Latina,Pontinia,VERIFICA,0.9988,,lazio,https://regionelazio.box.com/v/VIA-096-2020,2026-04-26T15:17:39.693695
Impianto FER agrivoltaico - Comune di Cerignola (FG) - 50.53 MW,,Puglia,FG,Cerignola,Puglia VIA FER - agrivoltaico,50.53,Aperto,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.874395
Impianto FER agrivoltaico - Comune di Nardò (LE) - 67.3 MW,,Puglia,LE,Nardò,Puglia VIA FER - agrivoltaico,67.3,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.875593
Impianto FER agrivoltaico - Comune di Ascoli Satriano (FG) - 45.48 MW,,Puglia,FG,Ascoli Satriano,Puglia VIA FER - agrivoltaico,45.48,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.876792
Impianto FER fotovoltaico - Comune di Spinazzola (BAT) - 56.31 MW,,Puglia,BAT,Spinazzola,Puglia VIA FER - fotovoltaico,56.31,Aperto,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.883050
Impianto FER agrivoltaico - Comune di Gravina in Puglia (BA) - 41.28 MW,,Puglia,BA,Gravina in Puglia,Puglia VIA FER - agrivoltaico,41.28,Aperto,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.884330
Impianto FER fotovoltaico - Comune di Ascoli Satriano (FG) - 96.072 MW,,Puglia,FG,Ascoli Satriano,Puglia VIA FER - fotovoltaico,96.072,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.885583
"Determinazione n°G00038 del 08/01/2021 Escluso dal procedimento di Via con prescrizioni Realizzazione dell'impianto FV denominato Mazzocchio Green 01 da 739,2 kWp in loc. zona industriale Mazzocchio",GREEN ENERGY PROFESSIONAL CONSULTING S.A.S.,Lazio,Latina,Pontinia,VERIFICA,0.7392,,lazio,https://regionelazio.box.com/v/VIA-098-2020,2026-04-26T15:17:39.691143
"IMPIANTO FOTOVOLTAICO DENOMINATO “CARRUBELLA” DELLA POTENZA DI 3.833,00 KWP",TRINA SOLAR RED S.R.L.,Sicilia,,,V.I.A. (art.23 - 27bis),3.833,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1182&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.427508
Impianto FER agrivoltaico - Comune di Latiano (BR) - 21.09 MW,,Puglia,BR,Latiano,Puglia VIA FER - agrivoltaico,21.09,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.448643
"Determinazione n°G04095 del 15/04/2021 Favorevole con prescrizioni Realizzazione di un Impianto Solare Fotovoltaico della Potenza di Picco pari a 7,64 mW connesso alla rete elettrica nazionale, Denominato “LATINA 2"" in loc. Borgo Piave Determinazione n°G11931 del 04/10/2021 Registro elenco progetti",GREEN GENIUS ITALY UTILITY 8 SRL,Lazio,Latina,Latina,VIA,7.64,positivo,lazio,https://regionelazio.app.box.com/v/VIA-020-2020,2026-04-26T15:17:39.715344
Impianto FER agrivoltaico - Comune di Apricena (FG) - 88.53 MW,,Puglia,FG,Apricena,Puglia VIA FER - agrivoltaico,88.53,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.450250
Impianto FER agrivoltaico - Comune di Brindisi (BR) - 25 MW,,Puglia,BR,Brindisi,Puglia VIA FER - agrivoltaico,25.0,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.453475
"Provvedimento Autorizzatorio Unico Regionale n° G13900 del 12/11/2021 Determinazione n°G13097 del 27/10/2021 Favorevole con prescrizioni Realizzazione impianto FV da 72,64 MWp in loc. Pian di Giorgio",E-SOLAR 2 SRL,Lazio,Viterbo,Viterbo,VIA,72.64,positivo,lazio,https://regionelazio.app.box.com/v/VIA-098-2019,2026-04-26T15:17:39.719664
Impianto FER agrivoltaico - Comune di Poggiorsini (BA BAT PZ) - 61.116 MW,,Puglia,BA BAT PZ,Poggiorsini,Puglia VIA FER - agrivoltaico,61.116,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.891506
Impianto FER fotovoltaico - Comune di Foggia (FG) - 45.68 MW,,Puglia,FG,Foggia,Puglia VIA FER - fotovoltaico,45.68,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.897731
Impianto FER fotovoltaico - Comune di Apricena (FG) - 16.9 MW,,Puglia,FG,Apricena,Puglia VIA FER - fotovoltaico,16.9,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.901924
Impianto FER agrivoltaico - Comune di Ordona (FG) - 81 MW,,Puglia,FG,Ordona,Puglia VIA FER - agrivoltaico,81.0,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.908150
Impianto FER fotovoltaico - Comune di Apricena (FG) - 25.67 MW,,Puglia,FG,Apricena,Puglia VIA FER - fotovoltaico,25.67,Aperto,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.910043
Impianto FER fotovoltaico - Comune di Foggia (FG) - 60 MW,,Puglia,FG,Foggia,Puglia VIA FER - fotovoltaico,60.0,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.911873
"Provvedimento Autorizzatorio Unico Regionale n° G05704 del 27/04/2023 Determinazione n°G13192 del 30/09/2022 - Favorevole con prescrizioni Realizzazione campo fotovoltaico Ponton del Bibbio di potenza nominale pari a 5,59 MW in località Ponton del Bibbio",GRUPOTEC SOLARE ITALIA 4 SRL,Lazio,Viterbo,Tuscania,VIA,5.59,positivo,lazio,https://regionelazio.app.box.com/v/VIA-031-2020,2026-04-26T15:17:39.714175
"VERIFICA ASSOGGETTABILITÀ A VIA-ART. 19 DLGS 152/06S.M.I. “PROGETTO PER LA REALIZZAZIONE DI UN PARCO FOTOVOLTAICO DA 30MW – DENOMINATO ASSORO - E RELATIVE OPERE DI CONNESSIONE ALLA RTN, NEL COMUNE DI ASSORO (EN) LOCALITÀ CONTRADA CAMPALONE.",ITS TURPINO S.R.L.,Sicilia,EN,"ASSORO, DI ASSORO",Verifica di Assoggettabilita a VIA (art.19),30.0,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1242&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.452445
Impianto FER agrivoltaico - Comune di Ascoli Satriano (FG) - 33.16 MW,,Puglia,FG,Ascoli Satriano,Puglia VIA FER - agrivoltaico,33.16,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.512234
"Determinazione n° G13105 del 27/10/2021 Archiviato Realizzazione dell’impianto fotovoltaico da 7,06 MWp denominato “BD-FV016” in Via Torremaggiore Snc.",BDINVEST SRL,Lazio,Roma,Pomezia,VIA,7.06,archiviato,lazio,https://regionelazio.app.box.com/v/VIA-103-2021,2026-04-26T15:17:39.529869
Impianto FER agrivoltaico - Comune di Cellino San Marco (BR) - 34.095 MW,,Puglia,BR,Cellino San Marco,Puglia VIA FER - agrivoltaico,34.095,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.513795
Impianto FER fotovoltaico - Comune di Racale (LE) - 18.04 MW,,Puglia,LE,Racale,Puglia VIA FER - fotovoltaico,18.04,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.515260
Impianto FER agrivoltaico - Comune di Bovino (FG) - 63.78 MW,,Puglia,FG,Bovino,Puglia VIA FER - agrivoltaico,63.78,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.516732
Impianto FER agrivoltaico - Comune di Foggia (FG) - 44.33 MW,,Puglia,FG,Foggia,Puglia VIA FER - agrivoltaico,44.33,Aperto,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.906179
"Impianto fotovoltaico a terra della potenza di circa 3,6 Mwp in loc.Archi di San Lidano Determinazione n°G13430 del 12/11/2020 - Escluso dal procedimento di Via con prescrizioni",AUDAX SOLAR SPV ITALIA 2 S.R.L.,Lazio,Latina,Sezze,VERIFICA,3.6,,lazio,https://regionelazio.app.box.com/v/VIA-045-2020,2026-04-26T15:17:39.731816
"Provvedimento Autorizzatorio Unico Regionale n° G14574 del 25/10/2022 Determinazione n. G08793 del 07/07/2022 - Favorevole con prescrizioni Realizzazione impianto FV da 35,921 in loc. Lestre della Roccaccia",GREEN FROGS SRL,Lazio,Viterbo,Tarquinia,VIA,,positivo,lazio,https://regionelazio.app.box.com/v/VIA-085-2019,2026-04-26T15:17:39.733718
"Determina G09505 dell'11/08/2020 Escluso dal procedimento di V.I.A con prescrizioni - Realizzazione impianto fotovoltaico di potenza nominale pari a 2623 Kwp in località Casello 45, Via Pantanelle (incrocio con Via del Querceto)",GREEN ELEVEN SRL,Lazio,Latina,Aprilia,VERIFICA,2.623,,lazio,https://regionelazio.app.box.com/v/VIA-034-2020,2026-04-26T15:17:39.735386
Determinazione n° G00482 del 16/01/2026 – Proroga favorevole 29/04/2019 Realizzazione Impianto fotovoltaico a terra della potenza di circa 7371 KWp connesso alla RTN in località Borgo Hermada Via Pantani del Basso Determinazione n°G00997 del 03/02/2021 - Escluso dal procedimento di Via con prescrizioni,EL 1.0 SRL,Lazio,Latina,Terracina,VERIFICA,7.371,positivo,lazio,https://regionelazio.app.box.com/v/VIA-028-2020,2026-04-26T15:17:39.736740
Impianto FER fotovoltaico - Comune di Poggio Imperiale (FG) - 27.3 MW,,Puglia,FG,Poggio Imperiale,Puglia VIA FER - fotovoltaico,27.3,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.915521
Impianto FER fotovoltaico - Comune di Copertino (LE) - 60 MW,,Puglia,LE,Copertino,Puglia VIA FER - fotovoltaico,60.0,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.917243
Impianto FER agrivoltaico - Comune di Grottaglie (TA) - 10.275 MW,,Puglia,TA,Grottaglie,Puglia VIA FER - agrivoltaico,10.275,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.918786
Impianto FER agrivoltaico - Comune di Stornara (FG) - 57.44 MW,,Puglia,FG,Stornara,Puglia VIA FER - agrivoltaico,57.44,Trasmesso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.927084
"Provvedimento Autorizzatorio Unico Regionale n° G18470 del 22/12/2022 Determinazione n°G15296 del 08/11/2022 Favorevole con prescrizioni Realizzazione dell’impianto fotovoltaico da 21.490,92 kWp denominato “Fiano”",VPD SOLAR 5 SRL,Lazio,Roma,Fiano Romano,VIA,21.49092,positivo,lazio,https://regionelazio.box.com/v/VIA-114-2021,2026-04-26T15:17:39.497520
"Provvedimento Autorizzatorio Unico Regionale n° G01674 del 10/02/2023 Determinazione n°G16047 del 21/11/2022 Favorevole con prescrizioni Realizzazione IMPIANTO FOTOVOLTAICO DELLA POTENZA DI 2,868 MWP IN LOCALITA’ POGGIO DELLA FICONA",TRINA SOLAR VETUS SRL,Lazio,Viterbo,Viterbo,VIA,2.868,positivo,lazio,https://regionelazio.app.box.com/v/VIA-085-2021,2026-04-26T15:17:39.558802
"Provvedimento Autorizzatorio Unico Regionale n° G17607 del 19/12/2024 Determinazione n° G05876 del 20/05/2024 Favorevole con prescrizioni Realizzazione di un impianto fotovoltaico a terra, connesso alla rete elettrica di e-distribuzione tramite cavidotto interrato in MT, di potenza nominale 5570,4 kW in località “Campo Cavaliere”",ATON 22 SRL,Lazio,Frosinone,Castrocielo,VERIFICA,5.5704,positivo,lazio,https://regionelazio.box.com/v/VIA-093-2021,2026-04-26T15:17:39.584026
Impianto FER agrivoltaico - Comune di Ascoli Satriano (FG) - 17.44 MW,,Puglia,FG,Ascoli Satriano,Puglia VIA FER - agrivoltaico,17.44,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.930254
Impianto FER agrivoltaico - Comune di Manfredonia (FG) - 26.59 MW,,Puglia,FG,Manfredonia,Puglia VIA FER - agrivoltaico,26.59,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.932961
Impianto FER agrivoltaico - Comune di Spinazzola (BT) - 49.37 MW,,Puglia,BT,Spinazzola,Puglia VIA FER - agrivoltaico,49.37,Aperto,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.934279
Impianto FER agrivoltaico - Comune di Cerignola (FG) - 52.47 MW,,Puglia,FG,Cerignola,Puglia VIA FER - agrivoltaico,52.47,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.935598
Impianto FER agrivoltaico - Comune di Orta Nova (FG) - 40.658 MW,,Puglia,FG,Orta Nova,Puglia VIA FER - agrivoltaico,40.658,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.938280
Impianto FER fotovoltaico - Comune di Guagnano (LE) - 30 MW,,Puglia,LE,Guagnano,Puglia VIA FER - fotovoltaico,30.0,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.940276
Impianto FER agrivoltaico - Comune di Gravina in Puglia (BA) - 67.05 MW,,Puglia,BA,Gravina in Puglia,Puglia VIA FER - agrivoltaico,67.05,concluso,puglia,https://dati.puglia.it/ckan/dataset/impianti-proposti-via-fer,2026-04-26T15:12:47.943331
"Realizzazione dell’impianto fotovoltaico da 7.523,28 kWp denominato “Gavignano""",VPD SOLAR 2 SRL,Lazio,Roma,Gavignano,VIA,7.52328,,lazio,https://regionelazio.app.box.com/v/VIA-127-2021,2026-04-26T15:17:39.474548
"Realizzazione di un Impianto Solare Fotovoltaico della Potenza di Picco pari a 35.432,15 kWp connesso alla Rete, collegato ad un Piano Agronomico per l’utilizzo a Scopi Agricoli dell’Area, denominato “CELLERE” in Località Strada di Piansano e in Località Strada Regionale Castrense.",CCEN CELLERE SRL,Lazio,Viterbo,Cellere,VIA,35.43215,,lazio,https://regionelazio.box.com/v/VIA-119-2021,2026-04-26T15:17:39.494464
IMPIANTO FV NARO,AURA IT03 S.R.L.,Sicilia,,,V.I.A. (art.23 - 27bis),,,sicilia,https://si-vvi.regione.sicilia.it/viavas/index.php/it/component/fabrik/list/30?Itemid=332&procedura___oggetto_raw=1398&limitstart30=0&resetfilters=1&fabrik_incsessionfilters=0,2026-04-26T15:12:46.508168
